PortfolioID,ClienteID,ValorID,FechaEjecucion,Volumen,Sentido,PrecioReferencia,CanonBolsa,ComisionInter
AE_5269_597,AE_5269,ES0118594417,2024-06-07,25,C,21.76,0.31,0.73
AE_5269_597,AE_5269,ES0118594417,2024-08-07,66,C,16.97,0.81,1.75
AE_1312_479,AE_1312,ES0118594417,2021-07-07,69,V,7.85,0.84,1.83
AE_1312_479,AE_1312,ES0118594417,2021-12-07,39,C,10.23,0.48,1.08
AE_1312_479,AE_1312,ES0118594417,2022-01-03,336,C,9.52,4.10,8.5
AE_1312_479,AE_1312,ES0118594417,2024-01-03,638,V,14.08,7.78,16.05
AE_1312_479,AE_1312,ES0118594417,2024-04-15,156,C,18.43,1.90,4
AE_1312_479,AE_1312,ES0118594417,2024-06-07,108,V,21.76,1.32,2.8
AE_1312_479,AE_1312,ES0118594417,2024-08-07,65,V,16.97,0.79,1.73
AE_2643_604,AE_2643,ES0118594417,2021-04-07,140,C,7.69,1.71,3.6
AE_2643_604,AE_2643,ES0118594417,2021-09-07,132,C,9.05,1.61,3.4
AE_2643_604,AE_2643,ES0118594417,2021-10-07,121,C,8.90,1.48,3.13
AE_2643_604,AE_2643,ES0118594417,2022-02-07,171,C,9.04,2.09,4.38
AE_2643_604,AE_2643,ES0118594417,2022-04-07,162,V,9.25,1.98,4.15
AE_2643_604,AE_2643,ES0118594417,2023-01-03,601,C,10.80,7.33,15.13
AE_2643_604,AE_2643,ES0118594417,2024-03-07,275,C,17.87,3.36,6.98
AE_2643_604,AE_2643,ES0118594417,2024-06-07,151,V,21.76,1.84,3.88
AE_2643_604,AE_2643,ES0118594417,2024-07-15,718,V,19.24,8.76,18.05
AE_2643_604,AE_2643,ES0118594417,2024-08-07,151,V,16.97,1.84,3.88
AE_2643_604,AE_2643,ES0118594417,2024-10-07,120,V,17.18,1.46,3.1
AE_2459_865,AE_2459,ES0118594417,2021-06-07,186,C,7.15,2.27,4.75
AE_2459_865,AE_2459,ES0118594417,2021-10-15,338,C,9.42,4.12,8.55
AE_2459_865,AE_2459,ES0118594417,2022-02-07,208,C,9.04,2.54,5.3
AE_2459_865,AE_2459,ES0118594417,2022-03-07,252,C,8.82,3.07,6.4
AE_2459_865,AE_2459,ES0118594417,2022-04-07,183,V,9.25,2.23,4.68
AE_2459_865,AE_2459,ES0118594417,2024-01-03,1005,V,14.08,12.26,25.23
AE_2459_865,AE_2459,ES0118594417,2024-05-07,75,V,19.60,0.92,1.98
AE_2459_865,AE_2459,ES0118594417,2024-10-07,179,V,17.18,2.18,4.58
AE_1725_464,AE_1725,ES0118594417,2021-04-07,105,V,7.69,1.28,2.73
AE_1725_464,AE_1725,ES0118594417,2021-10-07,126,V,8.90,1.54,3.25
AE_1725_464,AE_1725,ES0118594417,2023-03-07,38,C,12.40,0.46,1.05
AE_1725_464,AE_1725,ES0118594417,2024-05-07,66,V,19.60,0.81,1.75
AE_1725_464,AE_1725,ES0118594417,2024-10-07,75,V,17.18,0.92,1.98
AE_1725_464,AE_1725,ES0118594417,2024-10-15,129,C,17.19,1.57,3.33
AE_1725_464,AE_1725,ES0118594417,2024-11-07,117,C,16.13,1.43,3.03
AE_1019_445,AE_1019,ES0118594417,2021-09-07,105,V,9.05,1.28,2.73
AE_1019_445,AE_1019,ES0118594417,2022-01-03,361,V,9.52,4.40,9.13
AE_1019_445,AE_1019,ES0118594417,2022-04-07,56,V,9.25,0.68,1.5
AE_1019_445,AE_1019,ES0118594417,2022-11-07,32,V,9.30,0.39,0.9
AE_1019_445,AE_1019,ES0118594417,2023-08-07,55,V,13.34,0.67,1.48
AE_1019_445,AE_1019,ES0118594417,2024-01-15,101,C,15.21,1.23,2.63
AE_1019_445,AE_1019,ES0118594417,2024-02-07,20,C,16.06,0.24,0.6
AE_4841_189,AE_4841,ES0118594417,2021-07-15,354,C,7.58,4.32,8.95
AE_4841_189,AE_4841,ES0118594417,2021-12-07,184,V,10.23,2.24,4.7
AE_4841_189,AE_4841,ES0118594417,2022-09-07,111,V,7.72,1.35,2.88
AE_4841_189,AE_4841,ES0118594417,2023-11-07,175,V,12.95,2.14,4.48
AE_4841_189,AE_4841,ES0118594417,2024-03-07,47,V,17.87,0.57,1.28
AE_9197_304,AE_9197,ES0118594417,2021-05-07,96,V,8.26,1.17,2.5
AE_9197_304,AE_9197,ES0118594417,2021-10-07,97,V,8.90,1.18,2.53
AE_9197_304,AE_9197,ES0118594417,2021-10-15,131,C,9.42,1.60,3.38
AE_9197_304,AE_9197,ES0118594417,2022-06-07,91,V,10.72,1.11,2.38
AE_9197_304,AE_9197,ES0118594417,2022-09-07,55,V,7.72,0.67,1.48
AE_9197_304,AE_9197,ES0118594417,2022-12-07,77,V,10.29,0.94,2.03
AE_9197_304,AE_9197,ES0118594417,2023-03-07,39,C,12.40,0.48,1.08
AE_9197_304,AE_9197,ES0118594417,2023-06-07,41,V,11.50,0.50,1.13
AE_9197_304,AE_9197,ES0118594417,2023-08-07,31,C,13.34,0.38,0.88
AE_9197_304,AE_9197,ES0118594417,2023-11-07,49,V,12.95,0.60,1.33
AE_9197_304,AE_9197,ES0118594417,2024-01-03,290,C,14.08,3.54,7.35
AE_9197_304,AE_9197,ES0118594417,2024-05-07,42,C,19.60,0.51,1.15
AE_9197_304,AE_9197,ES0118594417,2024-10-07,33,V,17.18,0.40,0.93
AE_5405_899,AE_5405,ES0118594417,2021-04-07,109,C,7.69,1.33,2.83
AE_5405_899,AE_5405,ES0118594417,2021-10-07,77,C,8.90,0.94,2.03
AE_5405_899,AE_5405,ES0118594417,2021-10-15,461,V,9.42,5.62,11.63
AE_5405_899,AE_5405,ES0118594417,2022-09-07,108,C,7.72,1.32,2.8
AE_5405_899,AE_5405,ES0118594417,2023-02-07,132,C,11.50,1.61,3.4
AE_5405_899,AE_5405,ES0118594417,2023-03-07,71,V,12.40,0.87,1.88
AE_5405_899,AE_5405,ES0118594417,2023-08-07,86,C,13.34,1.05,2.25
AE_5405_899,AE_5405,ES0118594417,2024-05-07,162,C,19.60,1.98,4.15
AE_5405_899,AE_5405,ES0118594417,2024-07-15,431,V,19.24,5.26,10.88
AE_5405_899,AE_5405,ES0118594417,2024-08-07,92,V,16.97,1.12,2.4
AE_5405_899,AE_5405,ES0118594417,2024-11-07,57,C,16.13,0.70,1.53
AE_4237_240,AE_4237,ES0118594417,2021-06-07,67,C,7.15,0.82,1.78
AE_4237_240,AE_4237,ES0118594417,2021-10-07,142,C,8.90,1.73,3.65
AE_4237_240,AE_4237,ES0118594417,2022-01-03,405,V,9.52,4.94,10.23
AE_4237_240,AE_4237,ES0118594417,2022-06-07,69,C,10.72,0.84,1.83
AE_4237_240,AE_4237,ES0118594417,2022-09-07,61,C,7.72,0.74,1.63
AE_4237_240,AE_4237,ES0118594417,2022-12-07,64,C,10.29,0.78,1.7
AE_4237_240,AE_4237,ES0118594417,2023-01-03,431,C,10.80,5.26,10.88
AE_4237_240,AE_4237,ES0118594417,2023-03-07,107,V,12.40,1.31,2.78
AE_4237_240,AE_4237,ES0118594417,2023-12-07,150,V,14.22,1.83,3.85
AE_4237_240,AE_4237,ES0118594417,2024-01-03,456,C,14.08,5.56,11.5
AE_4237_240,AE_4237,ES0118594417,2024-02-07,158,C,16.06,1.93,4.05
AE_4237_240,AE_4237,ES0118594417,2024-06-07,213,C,21.76,2.60,5.43
AE_3643_465,AE_3643,ES0118594417,2021-04-15,248,C,7.51,3.03,6.3
AE_3643_465,AE_3643,ES0118594417,2021-05-07,150,C,8.26,1.83,3.85
AE_3643_465,AE_3643,ES0118594417,2021-10-07,266,C,8.90,3.25,6.75
AE_3643_465,AE_3643,ES0118594417,2022-01-07,146,V,9.53,1.78,3.75
AE_3643_465,AE_3643,ES0118594417,2022-03-07,139,C,8.82,1.70,3.58
AE_3643_465,AE_3643,ES0118594417,2022-04-07,146,V,9.25,1.78,3.75
AE_3643_465,AE_3643,ES0118594417,2022-07-07,194,V,8.94,2.37,4.95
AE_3643_465,AE_3643,ES0118594417,2022-07-15,618,C,9.10,7.54,15.55
AE_3643_465,AE_3643,ES0118594417,2022-12-07,192,V,10.29,2.34,4.9
AE_3643_465,AE_3643,ES0118594417,2024-03-07,120,V,17.87,1.46,3.1
AE_3643_465,AE_3643,ES0118594417,2024-08-07,288,C,16.97,3.51,7.3
AE_3643_965,AE_3643,ES0118594417,2021-04-15,220,V,7.51,2.68,5.6
AE_3643_965,AE_3643,ES0118594417,2022-01-03,324,V,9.52,3.95,8.2
AE_3643_965,AE_3643,ES0118594417,2022-01-07,83,C,9.53,1.01,2.18
AE_3643_965,AE_3643,ES0118594417,2022-11-07,28,V,9.30,0.34,0.8
AE_3643_965,AE_3643,ES0118594417,2024-05-07,62,C,19.60,0.76,1.65
AE_3643_965,AE_3643,ES0118594417,2024-06-07,38,V,21.76,0.46,1.05
AE_4237_262,AE_4237,ES0118594417,2021-01-15,266,V,7.48,3.25,6.75
AE_4237_262,AE_4237,ES0118594417,2021-07-07,65,V,7.85,0.79,1.73
AE_4237_262,AE_4237,ES0118594417,2022-02-07,62,V,9.04,0.76,1.65
AE_4237_262,AE_4237,ES0118594417,2022-04-07,106,V,9.25,1.29,2.75
AE_4237_262,AE_4237,ES0118594417,2024-01-15,182,V,15.21,2.22,4.65
AE_4237_262,AE_4237,ES0118594417,2024-04-15,204,C,18.43,2.49,5.2
AE_4237_719,AE_4237,ES0118594417,2021-01-15,434,C,7.48,5.29,10.95
AE_4237_719,AE_4237,ES0118594417,2021-05-07,227,V,8.26,2.77,5.78
AE_4237_719,AE_4237,ES0118594417,2021-06-07,78,C,7.15,0.95,2.05
AE_4237_719,AE_4237,ES0118594417,2021-09-07,216,C,9.05,2.64,5.5
AE_4237_719,AE_4237,ES0118594417,2023-07-07,291,C,11.79,3.55,7.38
AE_4237_719,AE_4237,ES0118594417,2024-01-03,1280,V,14.08,15.62,32.1
AE_4237_719,AE_4237,ES0118594417,2024-02-07,154,C,16.06,1.88,3.95
AE_4237_719,AE_4237,ES0118594417,2024-06-07,83,C,21.76,1.01,2.18
AE_1039_681,AE_1039,ES0122060314,2021-01-07,64,C,8.82,0.78,1.7
AE_1039_681,AE_1039,ES0122060314,2021-01-15,295,V,9.70,3.60,7.48
AE_1039_681,AE_1039,ES0122060314,2021-05-07,63,C,11.02,0.77,1.68
AE_1039_681,AE_1039,ES0122060314,2021-09-07,33,C,11.20,0.40,0.93
AE_1039_681,AE_1039,ES0122060314,2021-10-15,149,C,11.12,1.82,3.83
AE_1039_681,AE_1039,ES0122060314,2021-12-07,65,V,10.36,0.79,1.73
AE_1039_681,AE_1039,ES0122060314,2022-09-07,61,C,9.04,0.74,1.63
AE_1039_681,AE_1039,ES0122060314,2022-11-07,129,V,8.25,1.57,3.33
AE_1039_681,AE_1039,ES0122060314,2023-08-07,93,V,11.94,1.13,2.43
AE_1039_681,AE_1039,ES0122060314,2023-09-07,64,V,11.92,0.78,1.7
AE_1039_681,AE_1039,ES0122060314,2024-03-07,100,V,12.48,1.22,2.6
AE_1039_681,AE_1039,ES0122060314,2024-11-07,72,V,13.02,0.88,1.9
AE_2208_717,AE_2208,ES0122060314,2021-04-15,141,C,10.62,1.72,3.63
AE_2208_717,AE_2208,ES0122060314,2021-06-07,77,V,10.56,0.94,2.03
AE_2208_717,AE_2208,ES0122060314,2021-07-15,220,C,9.34,2.68,5.6
AE_2208_717,AE_2208,ES0122060314,2021-10-15,406,C,11.12,4.95,10.25
AE_2208_717,AE_2208,ES0122060314,2022-01-03,566,V,11.08,6.91,14.25
AE_2208_717,AE_2208,ES0122060314,2022-06-07,122,V,11.22,1.49,3.15
AE_2208_717,AE_2208,ES0122060314,2022-07-15,268,V,9.30,3.27,6.8
AE_2208_717,AE_2208,ES0122060314,2022-09-07,34,V,9.04,0.41,0.95
AE_2208_717,AE_2208,ES0122060314,2022-12-07,66,V,8.66,0.81,1.75
AE_2208_717,AE_2208,ES0122060314,2023-01-03,364,V,8.81,4.44,9.2
AE_2208_717,AE_2208,ES0122060314,2023-03-07,47,C,9.30,0.57,1.28
AE_2208_717,AE_2208,ES0122060314,2023-11-07,72,V,11.94,0.88,1.9
AE_2208_717,AE_2208,ES0122060314,2024-03-07,65,C,12.48,0.79,1.73
AE_2208_717,AE_2208,ES0122060314,2024-06-07,29,C,14.98,0.35,0.83
AE_7042_886,AE_7042,ES0122060314,2021-01-07,93,V,8.82,1.13,2.43
AE_7042_886,AE_7042,ES0122060314,2021-07-07,53,V,9.48,0.65,1.43
AE_7042_886,AE_7042,ES0122060314,2021-12-07,85,V,10.36,1.04,2.23
AE_7042_886,AE_7042,ES0122060314,2022-04-07,81,C,10.74,0.99,2.13
AE_7042_886,AE_7042,ES0122060314,2022-09-07,51,V,9.04,0.62,1.38
AE_7042_886,AE_7042,ES0122060314,2023-01-03,529,V,8.81,6.45,13.33
AE_7042_886,AE_7042,ES0122060314,2023-09-07,45,V,11.92,0.55,1.23
AE_7042_886,AE_7042,ES0122060314,2023-11-07,32,V,11.94,0.39,0.9
AE_7042_886,AE_7042,ES0122060314,2024-05-07,94,V,13.26,1.15,2.45
AE_7042_886,AE_7042,ES0122060314,2024-10-07,86,C,12.84,1.05,2.25
AE_7042_886,AE_7042,ES0122060314,2024-11-07,42,C,13.02,0.51,1.15
AE_1082_180,AE_1082,ES0122060314,2021-07-15,331,V,9.34,4.04,8.38
AE_1082_180,AE_1082,ES0122060314,2021-09-07,113,V,11.20,1.38,2.93
AE_1082_180,AE_1082,ES0122060314,2021-10-15,282,C,11.12,3.44,7.15
AE_1082_180,AE_1082,ES0122060314,2022-01-03,552,C,11.08,6.73,13.9
AE_1082_180,AE_1082,ES0122060314,2022-03-07,234,V,9.58,2.85,5.95
AE_1082_180,AE_1082,ES0122060314,2022-07-07,236,C,9.34,2.88,6
AE_1082_180,AE_1082,ES0122060314,2022-07-15,650,C,9.30,7.93,16.35
AE_1082_180,AE_1082,ES0122060314,2022-11-07,292,V,8.25,3.56,7.4
AE_1082_180,AE_1082,ES0122060314,2023-02-07,266,C,8.82,3.25,6.75
AE_1082_180,AE_1082,ES0122060314,2023-12-07,193,V,12.92,2.35,4.93
AE_1082_180,AE_1082,ES0122060314,2024-03-07,91,V,12.48,1.11,2.38
AE_1082_180,AE_1082,ES0122060314,2024-05-07,118,V,13.26,1.44,3.05
AE_6842_345,AE_6842,ES0122060314,2021-05-07,129,V,11.02,1.57,3.33
AE_6842_345,AE_6842,ES0122060314,2021-07-07,101,V,9.48,1.23,2.63
AE_6842_345,AE_6842,ES0122060314,2023-07-07,58,C,11.70,0.71,1.55
AE_6842_345,AE_6842,ES0122060314,2024-01-15,474,C,14.06,5.78,11.95
AE_6842_345,AE_6842,ES0122060314,2024-08-07,245,C,12.14,2.99,6.23
AE_6842_345,AE_6842,ES0122060314,2024-10-15,620,C,12.46,7.56,15.6
AE_6842_345,AE_6842,ES0122060314,2024-11-07,232,C,13.02,2.83,5.9
AE_1517_549,AE_1517,ES0122060314,2021-06-07,73,V,10.56,0.89,1.93
AE_1517_549,AE_1517,ES0122060314,2021-09-07,235,C,11.20,2.87,5.98
AE_1517_549,AE_1517,ES0122060314,2021-12-07,103,C,10.36,1.26,2.68
AE_1517_549,AE_1517,ES0122060314,2022-01-03,699,V,11.08,8.53,17.58
AE_1517_549,AE_1517,ES0122060314,2022-10-07,80,V,7.95,0.98,2.1
AE_1517_549,AE_1517,ES0122060314,2022-12-07,153,V,8.66,1.87,3.93
AE_1517_549,AE_1517,ES0122060314,2023-03-07,88,C,9.30,1.07,2.3
AE_1517_549,AE_1517,ES0122060314,2023-06-07,111,C,9.45,1.35,2.88
AE_1517_549,AE_1517,ES0122060314,2023-08-07,98,C,11.94,1.20,2.55
AE_1517_549,AE_1517,ES0122060314,2023-11-07,164,V,11.94,2.00,4.2
AE_1517_549,AE_1517,ES0122060314,2024-01-03,491,V,14.60,5.99,12.38
AE_1517_549,AE_1517,ES0122060314,2024-08-07,56,V,12.14,0.68,1.5
AE_4894_126,AE_4894,ES0122060314,2021-01-07,159,C,8.82,1.94,4.08
AE_4894_126,AE_4894,ES0122060314,2021-05-07,58,C,11.02,0.71,1.55
AE_4894_126,AE_4894,ES0122060314,2021-06-07,79,C,10.56,0.96,2.08
AE_4894_126,AE_4894,ES0122060314,2021-09-07,144,V,11.20,1.76,3.7
AE_4894_126,AE_4894,ES0122060314,2022-03-07,192,C,9.58,2.34,4.9
AE_4894_126,AE_4894,ES0122060314,2022-06-07,169,V,11.22,2.06,4.33
AE_4894_126,AE_4894,ES0122060314,2022-07-07,116,V,9.34,1.42,3
AE_4894_126,AE_4894,ES0122060314,2022-12-07,55,V,8.66,0.67,1.48
AE_4894_126,AE_4894,ES0122060314,2023-01-03,671,C,8.81,8.19,16.88
AE_4894_126,AE_4894,ES0122060314,2023-02-07,171,V,8.82,2.09,4.38
AE_4894_126,AE_4894,ES0122060314,2024-06-07,136,C,14.98,1.66,3.5
AE_4894_126,AE_4894,ES0122060314,2024-10-15,529,C,12.46,6.45,13.33
AE_3452_351,AE_3452,ES0122060314,2021-01-15,125,V,9.70,1.53,3.23
AE_3452_351,AE_3452,ES0122060314,2021-05-07,64,V,11.02,0.78,1.7
AE_3452_351,AE_3452,ES0122060314,2021-07-07,77,C,9.48,0.94,2.03
AE_3452_351,AE_3452,ES0122060314,2021-10-15,149,C,11.12,1.82,3.83
AE_3452_351,AE_3452,ES0122060314,2021-12-07,108,C,10.36,1.32,2.8
AE_3452_351,AE_3452,ES0122060314,2022-10-07,107,C,7.95,1.31,2.78
AE_3452_351,AE_3452,ES0122060314,2023-02-07,91,V,8.82,1.11,2.38
AE_3452_351,AE_3452,ES0122060314,2023-03-07,108,C,9.30,1.32,2.8
AE_3452_351,AE_3452,ES0122060314,2024-02-07,39,C,12.12,0.48,1.08
AE_3643_798,AE_3643,ES0122060314,2021-07-15,510,C,9.34,6.22,12.85
AE_3643_798,AE_3643,ES0122060314,2022-01-03,928,C,11.08,11.32,23.3
AE_3643_798,AE_3643,ES0122060314,2022-02-07,293,V,10.44,3.57,7.43
AE_3643_798,AE_3643,ES0122060314,2022-06-07,303,C,11.22,3.70,7.68
AE_3643_798,AE_3643,ES0122060314,2023-03-07,183,C,9.30,2.23,4.68
AE_3643_798,AE_3643,ES0122060314,2023-12-07,231,V,12.92,2.82,5.88
AE_3643_798,AE_3643,ES0122060314,2024-05-07,253,C,13.26,3.09,6.43
AE_5269_597,AE_5269,ES0122060314,2021-09-07,137,V,11.20,1.67,3.53
AE_5269_597,AE_5269,ES0122060314,2021-10-07,129,V,10.36,1.57,3.33
AE_5269_597,AE_5269,ES0122060314,2022-04-07,202,V,10.74,2.46,5.15
AE_5269_597,AE_5269,ES0122060314,2022-07-07,146,C,9.34,1.78,3.75
AE_5269_597,AE_5269,ES0122060314,2022-09-07,59,C,9.04,0.72,1.58
AE_5269_597,AE_5269,ES0122060314,2023-01-03,709,V,8.81,8.65,17.83
AE_5269_597,AE_5269,ES0122060314,2023-02-07,79,C,8.82,0.96,2.08
AE_5269_597,AE_5269,ES0122060314,2023-08-07,98,C,11.94,1.20,2.55
AE_5269_597,AE_5269,ES0122060314,2024-01-03,523,C,14.60,6.38,13.18
AE_5269_597,AE_5269,ES0122060314,2024-04-15,262,C,12.60,3.20,6.65
AE_5269_597,AE_5269,ES0122060314,2024-07-15,251,C,13.76,3.06,6.38
AE_1312_479,AE_1312,ES0122060314,2021-05-07,68,C,11.02,0.83,1.8
AE_1312_479,AE_1312,ES0122060314,2021-10-15,240,C,11.12,2.93,6.1
AE_1312_479,AE_1312,ES0122060314,2022-01-03,360,V,11.08,4.39,9.1
AE_1312_479,AE_1312,ES0122060314,2022-01-07,97,V,11.14,1.18,2.53
AE_1312_479,AE_1312,ES0122060314,2022-07-07,98,V,9.34,1.20,2.55
AE_1312_479,AE_1312,ES0122060314,2022-12-07,89,C,8.66,1.09,2.33
AE_1312_479,AE_1312,ES0122060314,2023-03-07,68,V,9.30,0.83,1.8
AE_1312_479,AE_1312,ES0122060314,2024-04-15,200,C,12.60,2.44,5.1
AE_1312_479,AE_1312,ES0122060314,2024-07-15,177,C,13.76,2.16,4.53
AE_1312_479,AE_1312,ES0122060314,2024-10-07,116,V,12.84,1.42,3
AE_2643_604,AE_2643,ES0122060314,2021-05-07,172,C,11.02,2.10,4.4
AE_2643_604,AE_2643,ES0122060314,2021-09-07,79,V,11.20,0.96,2.08
AE_2643_604,AE_2643,ES0122060314,2021-12-07,179,V,10.36,2.18,4.58
AE_2643_604,AE_2643,ES0122060314,2022-07-15,452,V,9.30,5.51,11.4
AE_2643_604,AE_2643,ES0122060314,2022-09-07,173,C,9.04,2.11,4.43
AE_2643_604,AE_2643,ES0122060314,2022-11-07,84,C,8.25,1.02,2.2
AE_2643_604,AE_2643,ES0122060314,2023-02-07,196,C,8.82,2.39,5
AE_2643_604,AE_2643,ES0122060314,2023-07-07,71,C,11.70,0.87,1.88
AE_2643_604,AE_2643,ES0122060314,2024-01-15,392,C,14.06,4.78,9.9
AE_2643_604,AE_2643,ES0122060314,2024-03-07,170,V,12.48,2.07,4.35
AE_2459_865,AE_2459,ES0122060314,2021-05-07,158,C,11.02,1.93,4.05
AE_2459_865,AE_2459,ES0122060314,2022-10-07,57,V,7.95,0.70,1.53
AE_2459_865,AE_2459,ES0122060314,2022-11-07,93,C,8.25,1.13,2.43
AE_2459_865,AE_2459,ES0122060314,2023-02-07,195,C,8.82,2.38,4.98
AE_2459_865,AE_2459,ES0122060314,2023-09-07,193,C,11.92,2.35,4.93
AE_2459_865,AE_2459,ES0122060314,2024-01-03,608,V,14.60,7.42,15.3
AE_2459_865,AE_2459,ES0122060314,2024-03-07,69,C,12.48,0.84,1.83
AE_2459_865,AE_2459,ES0122060314,2024-10-15,396,V,12.46,4.83,10
AE_1725_464,AE_1725,ES0122060314,2021-06-07,63,C,10.56,0.77,1.68
AE_1725_464,AE_1725,ES0122060314,2021-07-07,53,V,9.48,0.65,1.43
AE_1725_464,AE_1725,ES0122060314,2021-12-07,101,V,10.36,1.23,2.63
AE_1725_464,AE_1725,ES0122060314,2022-04-07,58,V,10.74,0.71,1.55
AE_1725_464,AE_1725,ES0122060314,2022-06-07,89,V,11.22,1.09,2.33
AE_1725_464,AE_1725,ES0122060314,2022-07-07,41,C,9.34,0.50,1.13
AE_1725_464,AE_1725,ES0122060314,2022-10-07,42,C,7.95,0.51,1.15
AE_1725_464,AE_1725,ES0122060314,2023-06-07,110,V,9.45,1.34,2.85
AE_1725_464,AE_1725,ES0122060314,2023-07-07,60,V,11.70,0.73,1.6
AE_1725_464,AE_1725,ES0122060314,2024-06-07,47,V,14.98,0.57,1.28
AE_1725_464,AE_1725,ES0122060314,2024-08-07,62,V,12.14,0.76,1.65
AE_1019_445,AE_1019,ES0122060314,2021-04-07,55,V,10.14,0.67,1.48
AE_1019_445,AE_1019,ES0122060314,2021-10-07,80,C,10.36,0.98,2.1
AE_1019_445,AE_1019,ES0122060314,2022-03-07,127,C,9.58,1.55,3.28
AE_1019_445,AE_1019,ES0122060314,2022-07-15,154,V,9.30,1.88,3.95
AE_1019_445,AE_1019,ES0122060314,2022-10-07,97,V,7.95,1.18,2.53
AE_1019_445,AE_1019,ES0122060314,2023-06-07,77,C,9.45,0.94,2.03
AE_1019_445,AE_1019,ES0122060314,2024-01-03,518,V,14.60,6.32,13.05
AE_1019_445,AE_1019,ES0122060314,2024-03-07,76,V,12.48,0.93,2
AE_1019_445,AE_1019,ES0122060314,2024-07-15,115,V,13.76,1.40,2.98
AE_4841_189,AE_4841,ES0122060314,2021-07-15,315,C,9.34,3.84,7.98
AE_4841_189,AE_4841,ES0122060314,2021-10-15,189,V,11.12,2.31,4.83
AE_4841_189,AE_4841,ES0122060314,2022-04-07,138,V,10.74,1.68,3.55
AE_4841_189,AE_4841,ES0122060314,2022-07-07,75,V,9.34,0.92,1.98
AE_4841_189,AE_4841,ES0122060314,2022-09-07,82,C,9.04,1.00,2.15
AE_4841_189,AE_4841,ES0122060314,2022-12-07,63,C,8.66,0.77,1.68
AE_4841_189,AE_4841,ES0122060314,2024-01-03,408,V,14.60,4.98,10.3
AE_4841_189,AE_4841,ES0122060314,2024-11-07,45,V,13.02,0.55,1.23
AE_9197_304,AE_9197,ES0122060314,2021-04-07,87,C,10.14,1.06,2.28
AE_9197_304,AE_9197,ES0122060314,2022-01-03,472,C,11.08,5.76,11.9
AE_9197_304,AE_9197,ES0122060314,2022-03-07,99,C,9.58,1.21,2.58
AE_9197_304,AE_9197,ES0122060314,2022-04-07,122,V,10.74,1.49,3.15
AE_9197_304,AE_9197,ES0122060314,2022-07-07,65,V,9.34,0.79,1.73
AE_9197_304,AE_9197,ES0122060314,2022-07-15,344,C,9.30,4.20,8.7
AE_9197_304,AE_9197,ES0122060314,2022-09-07,191,V,9.04,2.33,4.88
AE_9197_304,AE_9197,ES0122060314,2022-11-07,86,V,8.25,1.05,2.25
AE_9197_304,AE_9197,ES0122060314,2023-07-07,147,V,11.70,1.79,3.78
AE_9197_304,AE_9197,ES0122060314,2023-08-07,119,V,11.94,1.45,3.08
AE_9197_304,AE_9197,ES0122060314,2024-01-15,232,V,14.06,2.83,5.9
AE_9197_304,AE_9197,ES0122060314,2024-10-07,34,V,12.84,0.41,0.95
AE_5405_899,AE_5405,ES0122060314,2021-04-07,198,C,10.14,2.42,5.05
AE_5405_899,AE_5405,ES0122060314,2021-07-07,218,V,9.48,2.66,5.55
AE_5405_899,AE_5405,ES0122060314,2022-02-07,59,C,10.44,0.72,1.58
AE_5405_899,AE_5405,ES0122060314,2022-06-07,121,C,11.22,1.48,3.13
AE_5405_899,AE_5405,ES0122060314,2022-10-07,193,C,7.95,2.35,4.93
AE_5405_899,AE_5405,ES0122060314,2022-12-07,234,C,8.66,2.85,5.95
AE_5405_899,AE_5405,ES0122060314,2023-06-07,129,V,9.45,1.57,3.33
AE_5405_899,AE_5405,ES0122060314,2023-08-07,244,C,11.94,2.98,6.2
AE_5405_899,AE_5405,ES0122060314,2024-01-03,1074,V,14.60,13.10,26.95
AE_5405_899,AE_5405,ES0122060314,2024-01-15,290,V,14.06,3.54,7.35
AE_4237_240,AE_4237,ES0122060314,2021-01-07,158,C,8.82,1.93,4.05
AE_4237_240,AE_4237,ES0122060314,2021-04-07,52,V,10.14,0.63,1.4
AE_4237_240,AE_4237,ES0122060314,2021-07-07,51,C,9.48,0.62,1.38
AE_4237_240,AE_4237,ES0122060314,2021-07-15,243,V,9.34,2.96,6.18
AE_4237_240,AE_4237,ES0122060314,2022-01-07,90,C,11.14,1.10,2.35
AE_4237_240,AE_4237,ES0122060314,2022-04-07,63,C,10.74,0.77,1.68
AE_4237_240,AE_4237,ES0122060314,2022-12-07,99,C,8.66,1.21,2.58
AE_4237_240,AE_4237,ES0122060314,2024-10-15,262,C,12.46,3.20,6.65
AE_3643_465,AE_3643,ES0122060314,2021-01-07,60,V,8.82,0.73,1.6
AE_3643_465,AE_3643,ES0122060314,2021-01-15,429,V,9.70,5.23,10.83
AE_3643_465,AE_3643,ES0122060314,2021-05-07,137,C,11.02,1.67,3.53
AE_3643_465,AE_3643,ES0122060314,2021-06-07,116,C,10.56,1.42,3
AE_3643_465,AE_3643,ES0122060314,2021-10-07,142,V,10.36,1.73,3.65
AE_3643_465,AE_3643,ES0122060314,2022-10-07,82,V,7.95,1.00,2.15
AE_3643_465,AE_3643,ES0122060314,2022-11-07,124,C,8.25,1.51,3.2
AE_3643_465,AE_3643,ES0122060314,2023-08-07,50,C,11.94,0.61,1.35
AE_3643_465,AE_3643,ES0122060314,2023-09-07,103,C,11.92,1.26,2.68
AE_3643_465,AE_3643,ES0122060314,2023-11-07,73,C,11.94,0.89,1.93
